stim1,loc1,locmod1,ctgmod1,objmod1,angmod1,objlocmod1,ref1,stim2,loc2,locmod2,ctgmod2,objmod2,angmod2,objlocmod2,ref2,stim3,loc3,locmod3,ctgmod3,objmod3,angmod3,objlocmod3,ref3,action
5,0,0,1,2,1,2,5,7,0,0,1,3,1,3,7,14,1,1,1,3,0,7,6,True
5,0,0,1,2,1,2,5,8,1,1,0,0,0,4,0,13,1,1,1,2,1,6,5,False
4,0,0,1,2,0,2,4,11,1,1,0,1,1,5,3,10,1,1,0,1,0,5,2,True
4,0,0,1,2,0,2,4,12,1,1,1,2,0,6,4,3,0,0,0,1,1,1,3,False
4,0,0,1,2,0,2,4,15,1,1,1,3,1,7,7,8,1,1,0,0,0,4,0,False
7,0,0,1,3,1,3,7,0,0,0,0,0,0,0,0,8,1,1,0,0,0,4,0,True
6,0,0,1,3,0,3,6,2,0,0,0,1,0,1,2,11,1,1,0,1,1,5,3,True
7,0,0,1,3,1,3,7,5,0,0,1,2,1,2,5,12,1,1,1,2,0,6,4,True
7,0,0,1,3,1,3,7,7,0,0,1,3,1,3,7,4,0,0,1,2,0,2,4,False
6,0,0,1,3,0,3,6,8,1,1,0,0,0,4,0,1,0,0,0,0,1,0,1,True
7,0,0,1,3,1,3,7,10,1,1,0,1,0,5,2,2,0,0,0,1,0,1,2,True
7,0,0,1,3,1,3,7,12,1,1,1,2,0,6,4,14,1,1,1,3,0,7,6,False
6,0,0,1,3,0,3,6,14,1,1,1,3,0,7,6,10,1,1,0,1,0,5,2,False
8,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,10,1,1,0,1,0,5,2,False
9,1,1,0,0,1,4,1,3,0,0,0,1,1,1,3,13,1,1,1,2,1,6,5,False
9,1,1,0,0,1,4,1,4,0,0,1,2,0,2,4,10,1,1,0,1,0,5,2,False
8,1,1,0,0,0,4,0,6,0,0,1,3,0,3,6,6,0,0,1,3,0,3,6,True
9,1,1,0,0,1,4,1,9,1,1,0,0,1,4,1,6,0,0,1,3,0,3,6,False
8,1,1,0,0,0,4,0,10,1,1,0,1,0,5,2,2,0,0,0,1,0,1,2,True
9,1,1,0,0,1,4,1,13,1,1,1,2,1,6,5,4,0,0,1,2,0,2,4,True
8,1,1,0,0,0,4,0,14,1,1,1,3,0,7,6,12,1,1,1,2,0,6,4,False
11,1,1,0,1,1,5,3,1,0,0,0,0,1,0,1,8,1,1,0,0,0,4,0,True
10,1,1,0,1,0,5,2,2,0,0,0,1,0,1,2,3,0,0,0,1,1,1,3,True
10,1,1,0,1,0,5,2,5,0,0,1,2,1,2,5,5,0,0,1,2,1,2,5,True
11,1,1,0,1,1,5,3,6,0,0,1,3,0,3,6,5,0,0,1,2,1,2,5,False
11,1,1,0,1,1,5,3,9,1,1,0,0,1,4,1,9,1,1,0,0,1,4,1,True
10,1,1,0,1,0,5,2,11,1,1,0,1,1,5,3,10,1,1,0,1,0,5,2,True
11,1,1,0,1,1,5,3,12,1,1,1,2,0,6,4,13,1,1,1,2,1,6,5,True
10,1,1,0,1,0,5,2,14,1,1,1,3,0,7,6,1,0,0,0,0,1,0,1,False
12,1,1,1,2,0,6,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,True
12,1,1,1,2,0,6,4,3,0,0,0,1,1,1,3,2,0,0,0,1,0,1,2,True
12,1,1,1,2,0,6,4,4,0,0,1,2,0,2,4,4,0,0,1,2,0,2,4,True
12,1,1,1,2,0,6,4,6,0,0,1,3,0,3,6,13,1,1,1,2,1,6,5,False
13,1,1,1,2,1,6,5,8,1,1,0,0,0,4,0,10,1,1,0,1,0,5,2,False
12,1,1,1,2,0,6,4,11,1,1,0,1,1,5,3,3,0,0,0,1,1,1,3,True
13,1,1,1,2,1,6,5,13,1,1,1,2,1,6,5,13,1,1,1,2,1,6,5,True
12,1,1,1,2,0,6,4,14,1,1,1,3,0,7,6,3,0,0,0,1,1,1,3,False
15,1,1,1,3,1,7,7,0,0,0,0,0,0,0,0,5,0,0,1,2,1,2,5,False
14,1,1,1,3,0,7,6,2,0,0,0,1,0,1,2,12,1,1,1,2,0,6,4,False
14,1,1,1,3,0,7,6,5,0,0,1,2,1,2,5,12,1,1,1,2,0,6,4,True
14,1,1,1,3,0,7,6,7,0,0,1,3,1,3,7,14,1,1,1,3,0,7,6,True
14,1,1,1,3,0,7,6,8,1,1,0,0,0,4,0,7,0,0,1,3,1,3,7,False
15,1,1,1,3,1,7,7,11,1,1,0,1,1,5,3,11,1,1,0,1,1,5,3,True
14,1,1,1,3,0,7,6,13,1,1,1,2,1,6,5,5,0,0,1,2,1,2,5,True
15,1,1,1,3,1,7,7,15,1,1,1,3,1,7,7,7,0,0,1,3,1,3,7,True
